Id,Response
3200,7
3209,8
3210,8
3214,6
3229,5
3230,6
3233,8
3242,1
3244,1
3249,6
3251,1
3253,1
3264,3
3271,1
3272,8
3274,8
3276,1
3280,3
3282,6
3285,8
3297,8
3298,8
3307,4
3309,8
3310,8
3312,5
3314,8
3315,2
3316,8
3319,6
3322,8
3327,6
3332,5
3334,8
3336,1
3338,8
3340,5
3343,1
3352,8
3353,8
3356,8
3357,8
3360,6
3365,8
3366,8
3367,8
3369,8
3374,3
3376,6
3381,8
3385,3
3386,6
3397,8
3403,4
3409,1
3414,8
3415,8
3423,8
3427,8
3428,8
3439,4
3441,8
3442,1
3447,5
3453,8
3456,1
3458,2
3459,6
3462,6
3464,8
3477,8
3480,4
3483,8
3490,6
3497,8
3498,8
3500,5
3504,5
3509,1
3510,8
3511,8
3525,5
3528,8
3529,1
3531,3
3532,8
3536,8
3537,1
3538,6
3547,2
3557,6
3572,8
3573,8
3588,8
3590,8
3597,8
3601,6
3602,8
3608,8
3611,6
3616,6
3619,8
3623,4
3638,5
3641,2
3643,8
3647,1
3648,8
3662,3
3663,8
3665,5
3679,8
3683,6
3692,8
3700,8
3705,6
3706,8
3711,8
3712,3
3716,2
3725,3
3727,8
3739,6
3740,4
3743,5
3744,1
3750,8
3751,5
3752,1
3753,4
3754,1
3761,8
3762,8
3764,2
3773,8
3774,3
3775,8
3776,8
3785,6
3788,8
3791,5
3792,8
3794,1
3797,8
3798,8
3807,1
3808,8
3810,4
3813,8
3815,8
3818,5
3820,1
3824,8
3832,8
3836,8
3837,7
3849,8
3853,5
3861,1
3862,8
3863,4
3867,1
3868,8
3871,8
3873,5
3874,8
3879,8
3881,8
3883,8
3887,6
3888,3
3889,1
3898,1
3901,8
3904,1
3905,3
3907,8
3911,1
3915,8
3917,3
3923,8
3925,1
3931,8
3934,8
3943,6
3946,6
3947,5
3949,3
3958,3
3959,8
3960,4
3969,8
3971,8
3973,8
3976,8
3979,8
3982,8
3992,8
3993,6
3995,8
3997,2
4002,8
4003,8
4006,8
4010,8
4011,8
4012,8
4019,8
4020,1
4026,6
4030,1
4033,1
4034,8
4038,1
4045,8
4046,8
4047,1
4048,8
4055,8
4061,8
4063,1
4066,8
4069,8
4076,8
4081,8
4086,8
4087,8
4094,8
4096,1
4105,5
4107,6
4110,2
4115,8
4128,1
4131,8
4136,1
4140,4
4141,5
4142,8
4146,8
4156,6
4159,8
4171,6
4174,1
4175,3
4180,8
4187,8
4191,1
4193,8
4197,8
4201,8
4203,1
4205,4
4206,1
4209,8
4213,8
4215,6
4220,8
4223,8
4225,8
4234,1
4241,6
4244,8
4247,5
4254,6
4255,1
4262,1
4263,8
4266,1
4269,8
4270,1
4271,2
4274,8
4279,6
4286,1
4287,6
4288,8
4290,1
4294,8
4296,6
4299,5
4302,8
4316,8
4320,3
4321,1
4324,5
4325,1
4326,8
4332,8
4334,8
4343,8
4348,6
4350,8
4353,8
4356,8
4361,8
4367,3
4369,8
4371,8
4373,6
4374,1
4376,8
4393,1
4394,6
4397,1
4398,8
4404,8
4410,3
4411,1
4412,8
4414,5
4415,8
4418,1
4420,8
4426,6
4427,8
4430,1
4431,2
4435,8
4437,3
4438,8
4458,3
4461,4
4462,1
4464,5
4482,8
4484,8
4489,1
4494,8
4496,8
4503,5
4508,1
4515,3
4516,8
4517,8
4518,7
4524,2
4525,1
4527,8
4529,8
4535,5
4538,1
4544,6
4545,2
4550,4
4551,8
4554,8
4563,8
4565,8
4573,5
4576,8
4578,3
4587,8
4590,3
4597,1
4600,8
4608,8
4612,3
4615,8
4616,8
4618,8
4620,3
4622,4
4624,8
4628,5
4631,8
4633,8
4646,5
4648,1
4655,8
4669,8
4673,6
4677,8
4680,8
4683,3
4691,1
4694,8
4697,8
4698,1
4704,7
4711,6
4713,6
4716,2
4724,5
4727,8
4730,5
4731,8
4732,5
4741,1
4742,8
4743,8
4753,8
4758,8
4762,1
4765,1
4782,1
4787,8
4788,8
4789,1
4790,8
4792,8
4797,6
4805,4
4806,8
4809,8
4814,8
4823,8
4825,1
4830,6
4832,3
4833,1
4840,3
4841,8
4844,8
4845,8
4849,6
4858,8
4870,8
4875,8
4877,8
4882,5
4891,7
4900,4
4905,8
4907,5
4908,8
4923,8
4924,8
4925,8
4927,6
4933,8
4935,8
4941,1
4944,8
4946,3
4953,8
4956,1
4968,1
4985,1
4989,8
4995,1
5005,6
5010,1
5016,8
5018,8
5029,1
5031,3
5037,1
5039,8
5041,5
5043,8
5052,8
5055,6
5059,6
5063,8
5067,8
5070,8
5072,5
5073,6
5079,8
5086,5
5093,6
5094,1
5098,8
5101,8
5108,1
5112,8
5113,8
5119,8
5120,6
5121,6
5126,8
5127,8
5128,8
5131,1
5137,1
5146,8
5148,6
5150,7
5159,8
5160,8
5163,2
5170,8
5177,5
5179,8
5185,8
5188,8
5190,8
5191,2
5192,5
5195,1
5198,8
5208,3
5214,8
5215,8
5219,1
5220,8
5223,1
5224,1
5225,8
5227,1
5229,8
5231,1
5236,7
5237,5
5238,6
5240,3
5248,8
5252,8
5256,5
5269,8
5270,1
5272,8
5275,8
5276,6
5279,8
5280,3
5281,8
5291,5
5292,8
5294,1
5296,8
5302,8
5307,8
5312,8
5313,5
5314,8
5315,6
5316,5
5317,8
5318,6
5321,5
5322,8
5323,4
5324,8
5334,8
5343,1
5344,1
5345,6
5355,1
5364,6
5369,8
5371,8
5380,8
5385,1
5392,5
5395,8
5396,8
5398,8
5400,8
5402,8
5411,8
5412,1
5414,8
5417,5
5424,8
5427,8
5428,3
5430,6
5432,6
5438,1
5448,8
5459,1
5460,8
5461,6
5463,1
5477,1
5479,3
5481,8
5482,8
5491,1
5493,8
5506,6
5507,1
5517,6
5532,8
5533,6
5534,8
5541,8
5542,1
5548,1
5551,1
5553,1
5554,8
5565,8
5574,8
5575,8
5576,1
5583,4
5584,1
5586,1
5587,1
5588,8
5596,8
5597,8
5601,8
5603,8
5613,3
5614,8
5618,8
5619,8
5621,8
5622,8
5627,8
5628,2
5630,8
5633,1
5639,1
5643,8
5649,5
5653,8
5655,6
5664,1
5667,1
5670,8
5674,1
5678,6
5680,3
5687,2
5692,8
5694,8
5697,8
5701,1
5704,8
5710,6
5711,3
5716,1
5724,8
5725,1
5726,3
5727,8
5731,7
5749,1
5751,8
5755,6
5756,8
5761,8
5767,1
5768,4
5770,5
5772,1
5773,7
5775,8
5776,8
5784,1
5792,1
5793,6
5794,8
5797,8
5799,8
5800,8
5805,4
5809,8
5813,1
5817,8
5824,7
5829,3
5832,1
5835,3
5837,1
5847,8
5854,3
5857,3
5860,8
5872,3
5874,8
5876,1
5880,8
5882,4
5891,6
5892,1
5906,8
5922,8
5923,6
5927,5
5929,4
5941,1
5942,2
5945,8
5947,6
5950,8
5951,8
5952,4
5960,8
5965,8
5967,8
5974,8
5977,1
5984,1
5987,8
5991,3
5996,1
5997,8
6002,1
6005,5
6008,8
6009,1
6014,8
6027,6
6030,2
6033,8
6034,1
6035,8
6043,8
6046,5
6047,5
6048,8
6070,1
6071,3
6085,1
6090,6
6091,8
6092,5
6098,8
6106,8
6108,8
6111,1
6115,8
6117,1
6121,3
6124,8
6126,8
6129,8
6131,8
6141,8
6142,1
6143,2
6144,3
6147,6
6148,1
6155,6
6158,1
6159,1
6162,1
6166,8
6172,1
6177,1
6178,8
6181,5
6182,8
6185,6
6191,8
6195,8
6204,6
6205,8
6211,8
6212,8
6219,8
6220,8
6223,1
6226,8
6239,6
6243,8
6249,1
6252,8
6255,3
6260,3
6261,8
6263,1
6264,1
6270,1
6271,8
6272,6
6274,8
6277,1
6280,8
6284,5
6286,1
6288,3
6290,8
6293,6
6299,6
6301,8
6304,1
6306,3
6308,8
6309,5
6312,8
6321,6
6322,2
6331,1
6335,8
6340,8
6343,8
6344,1
6347,3
6348,2
6349,8
6350,8
6354,8
6355,4
6362,2
6367,8
6372,8
6375,8
6379,1
6384,1
6386,8
6390,6
6396,4
6401,1
6403,5
6408,3
6410,3
6420,8
6430,8
6436,8
6440,8
6442,8
6443,8
6444,2
6459,8
6466,8
6469,8
6474,8
6475,2
6476,1
6490,1
6491,1
6496,1
6497,8
6498,5
6499,6
6501,6
6514,1
6515,6
6524,8
6526,1
6532,8
6537,4
6538,7
6541,2
6546,4
6551,1
6554,5
6557,3
6560,3
6565,8
6566,6
6578,3
6582,8
6587,8
6593,8
6596,7
6611,8
6615,8
6620,8
6626,6
6627,6
6628,4
6635,6
6639,7
6641,3
6645,3
6660,8
6663,8
6669,8
6674,3
6682,8
6685,1
6687,8
6692,5
6695,8
6696,1
6699,6
6700,8
6701,8
6705,1
6707,5
6709,8
6711,8
6714,1
6722,6
6723,8
6724,8
6726,1
6733,8
6734,8
6735,8
6736,5
6738,5
6741,8
6746,8
6754,8
6758,1
6763,1
6764,1
6768,8
6778,1
6784,8
6785,8
6787,7
6806,3
6825,1
6830,1
6831,8
6832,5
6833,1
6835,1
6842,8
6843,1
6853,5
6859,1
6860,1
6862,7
6867,1
6868,8
6885,8
6888,1
6889,8
6897,1
6898,1
6900,7
6902,1
6903,3
6907,1
6909,1
6911,1
6925,8
6930,3
6931,1
6933,3
6937,6
6941,1
6948,8
6950,8
6956,8
6957,8
6960,8
6962,3
6969,1
6971,1
6973,1
6980,6
6983,1
6985,5
6999,8
7005,8
7006,8
7007,5
7012,1
7013,8
7016,5
7017,8
7020,3
7024,8
7026,1
7027,1
7029,5
7032,1
7034,8
7044,8
7054,1
7057,8
7058,6
7060,8
7065,7
7069,5
7071,8
7076,1
7077,6
7081,1
7082,1
7093,8
7095,2
7098,4
7099,1
7105,1
7106,5
7122,5
7129,8
7130,8
7135,5
7136,1
7137,1
7138,8
7141,6
7143,8
7159,8
7162,8
7165,3
7169,1
7171,2
7172,8
7175,8
7178,5
7182,5
7190,8
7194,1
7196,8
7205,8
7207,8
7210,8
7211,5
7216,8
7219,1
7222,6
7224,8
7234,4
7237,6
7242,3
7246,8
7247,1
7251,6
7252,1
7257,1
7276,5
7281,8
7286,8
7287,8
7295,8
7297,6
7300,8
7307,8
7308,1
7310,2
7315,1
7317,8
7318,6
7322,8
7325,8
7326,8
7332,6
7342,8
7345,8
7347,6
7349,8
7352,6
7353,1
7354,8
7370,8
7392,8
7394,8
7396,8
7397,6
7400,8
7402,1
7406,8
7409,8
7410,8
7412,8
7414,1
7419,8
7420,6
7421,8
7424,6
7428,1
7431,8
7435,8
7437,8
7445,3
7449,6
7456,8
7458,8
7459,1
7463,1
7464,8
7465,8
7467,8
7471,1
7472,5
7485,3
7494,1
7505,8
7511,8
7512,8
7513,1
7514,1
7515,5
7523,1
7530,8
7531,8
7536,8
7538,8
7542,1
7543,8
7549,4
7557,8
7559,8
7560,8
7563,5
7564,8
7567,8
7572,8
7575,1
7588,5
7595,4
7596,6
7602,7
7609,6
7612,8
7613,1
7621,6
7622,8
7624,8
7625,8
7629,8
7632,8
7634,8
7636,8
7637,1
7638,1
7640,1
7643,8
7648,8
7653,1
7654,8
7662,6
7671,8
7674,8
7682,3
7683,8
7686,7
7690,1
7692,8
7694,1
7695,3
7700,6
7714,1
7715,8
7721,8
7728,8
7737,5
7739,2
7745,1
7747,4
7761,8
7762,8
7763,8
7770,1
7771,7
7774,8
7776,1
7779,5
7793,8
7795,8
7796,8
7800,8
7803,8
7808,8
7811,6
7812,5
7813,1
7814,6
7818,1
7826,7
7827,8
7831,8
7834,8
7837,1
7841,8
7842,8
7843,1
7844,8
7851,8
7854,8
7856,8
7859,8
7866,5
7869,8
7870,7
7872,1
7886,6
7892,8
7893,8
7908,8
7910,8
7914,8
7919,5
7922,5
7930,1
7932,1
7947,1
7949,7
7950,8
7952,6
7953,6
7955,8
7960,6
7961,3
7962,8
7963,8
7967,1
7968,8
7975,4
7977,3
7980,8
7985,6
7987,8
7994,1
7995,8
7999,8
8005,8
8007,8
8009,8
8014,6
8017,3
8018,5
8024,5
8025,2
8026,6
8029,1
8031,8
8035,4
8049,8
8058,1
8060,8
8061,3
8070,4
8071,8
8072,4
8073,6
8075,5
8076,2
8081,8
8082,6
8090,8
8094,8
8097,5
8107,5
8112,5
8115,5
8120,2
8123,2
8128,3
8129,8
8133,8
8138,8
8142,3
8143,8
8145,5
8146,8
8147,6
8151,5
8153,8
8163,1
8167,8
8168,3
8169,6
8172,1
8178,1
8184,8
8185,6
8186,2
8187,8
8191,1
8196,4
8205,3
8206,8
8216,1
8218,6
8219,8
8227,8
8228,5
8230,8
8231,4
8234,8
8241,8
8242,8
8245,8
8246,8
8251,8
8254,5
8262,1
8269,8
8277,8
8286,6
8287,1
8288,6
8289,6
8292,7
8293,1
8294,1
8296,8
8306,1
8307,1
8314,8
8317,1
8320,8
8326,1
8329,3
8330,5
8331,1
8343,4
8350,6
8352,1
8354,5
8355,1
8356,5
8357,1
8364,8
8370,1
8381,1
8382,6
8383,8
8386,3
8389,8
8390,2
8393,8
8399,8
8400,2
8403,6
8404,1
8405,8
8409,6
8413,6
8417,6
8418,1
8423,7
8427,5
8431,8
8432,8
8434,8
8437,8
8447,6
8449,8
8457,3
8459,6
8461,1
8466,4
8467,8
8469,8
8479,3
8481,8
8493,8
8496,8
8501,8
8502,8
8508,6
8509,8
8514,8
8518,6
8519,8
8527,8
8530,8
8537,5
8539,8
8542,8
8547,8
8550,8
8554,7
8556,3
8560,8
8566,5
8569,8
8571,8
8572,8
8575,5
8580,3
8584,2
8585,8
8587,1
8593,6
8595,6
8597,2
8598,8
8599,3
8601,8
8607,1
8612,6
8621,8
8625,5
8630,8
8631,8
8633,8
8644,6
8650,1
8652,8
8656,8
8657,8
8659,8
8660,8
8665,5
8667,1
8668,3
8670,7
8682,8
8690,6
8692,8
8698,3
8702,1
8710,5
8713,8
8714,8
8715,6
8718,6
8719,1
8722,8
8737,7
8738,8
8739,8
8740,1
8745,6
8750,8
8754,1
8757,8
8762,1
8769,8
8773,8
8782,8
8790,8
8804,1
8815,7
8818,5
8819,8
8828,4
8831,6
8838,8
8841,1
8847,3
8849,1
8857,1
8860,1
8861,8
8875,8
8884,4
8889,8
8891,8
8893,8
8894,6
8897,8
8909,1
8928,8
8932,3
8933,1
8934,8
8938,8
8943,5
8946,5
8951,1
8953,3
8959,1
8960,1
8963,4
8968,8
8972,8
8973,1
8977,1
8978,4
8980,8
8984,1
8987,8
8989,8
8995,8
8996,8
9001,1
9003,1
9005,6
9007,8
9009,6
9012,7
9015,8
9024,3
9031,8
9032,7
9035,8
9053,8
9060,7
9067,7
9068,8
9077,8
9080,8
9084,8
9087,5
9090,1
9095,8
9098,1
9101,8
9108,8
9112,1
9113,8
9117,6
9123,8
9124,8
9127,7
9130,4
9132,5
9136,5
9138,8
9142,8
9143,6
9145,8
9146,2
9148,8
9151,1
9154,8
9158,6
9163,5
9169,3
9171,8
9176,3
9181,8
9185,8
9187,8
9188,8
9190,8
9204,8
9205,6
9207,3
9213,8
9220,7
9221,6
9224,3
9225,8
9227,8
9232,8
9234,8
9237,5
9238,8
9240,1
9248,6
9253,8
9254,8
9257,5
9264,1
9267,4
9269,8
9271,6
9272,6
9276,8
9278,3
9280,8
9281,8
9286,1
9288,8
9290,7
9291,8
9293,6
9294,8
9295,8
9298,8
9303,1
9304,8
9307,8
9309,8
9314,1
9315,6
9317,8
9318,8
9319,4
9320,5
9326,8
9331,1
9339,5
9342,5
9349,1
9353,1
9359,8
9362,1
9366,8
9376,1
9384,6
9386,8
9390,5
9396,8
9399,4
9402,4
9415,5
9420,6
9421,8
9422,8
9425,1
9428,8
9440,8
9441,3
9443,6
9451,8
9456,1
9457,1
9459,8
9465,1
9475,8
9483,1
9485,8
9488,8
9492,1
9494,1
9495,1
9498,1
9502,8
9506,4
9509,8
9512,8
9516,8
9520,8
9524,3
9531,1
9532,8
9538,6
9547,3
9549,2
9550,1
9552,8
9555,8
9563,8
9565,8
9574,8
9586,1
9587,8
9593,8
9594,6
9597,8
9600,1
9603,8
9607,8
9608,3
9609,1
9610,8
9612,8
9613,7
9618,1
9619,5
9621,4
9625,1
9638,8
9644,6
9650,1
9652,1
9654,8
9660,8
9665,8
9666,6
9668,5
9672,8
9674,8
9677,1
9683,4
9689,8
9690,7
9691,1
9701,8
9709,8
9712,8
9713,5
9714,6
9717,8
9720,8
9726,8
9729,6
9730,8
9741,8
9747,8
9763,8
9765,5
9771,8
9774,8
9777,5
9779,6
9783,2
9784,8
9791,8
9802,5
9810,5
9818,8
9820,8
9822,8
9825,1
9829,8
9832,8
9839,7
9846,8
9847,7
9852,3
9854,7
9855,1
9857,1
9860,3
9863,4
9866,3
9867,8
9869,8
9875,6
9879,1
9880,8
9885,5
9889,8
9890,6
9898,8
9900,1
9901,3
9917,8
9927,1
9928,5
9933,4
9937,6
9939,8
9940,1
9942,1
9945,8
9946,8
9950,8
9953,1
9954,1
9961,4
9975,8
9980,4
9983,8
9988,2
9989,3
9990,1
9991,8
9993,2
10000,5
10007,8
10010,8
10013,4
10019,5
10024,8
10026,4
10034,8
10037,6
10038,2
10045,8
10046,6
10056,8
10060,8
10062,8
10067,3
10070,1
10073,5
10074,8
10082,4
10086,8
10092,8
10096,8
10110,8
10111,6
10113,8
10115,3
10116,8
10117,5
10132,8
10135,5
10136,8
10144,6
10147,8
10154,8
10162,8
10164,6
10166,1
10167,8
10179,8
10184,8
10192,1
10203,3
10206,1
10215,8
10217,8
10222,6
10227,3
10231,8
10232,6
10236,3
10238,3
10248,4
10252,1
10262,8
10273,6
10288,6
10289,6
10290,6
10291,8
10292,6
10296,2
10302,8
10304,5
10311,6
10312,1
10313,1
10316,3
10318,8
10319,1
10320,8
10324,1
10325,8
10329,1
10330,8
10332,2
10333,6
10344,8
10348,8
10349,3
10352,3
10353,7
10354,8
10356,8
10357,8
10360,6
10362,8
10367,2
10369,8
10370,8
10372,1
10376,8
10377,8
10379,8
10384,8
10388,8
10391,8
10395,8
10403,5
10405,4
10407,7
10411,8
10417,8
10418,8
10420,8
10422,1
10426,1
10447,6
10449,2
10450,2
10453,8
10455,1
10457,1
10458,1
10461,1
10463,1
10467,8
10470,6
10475,5
10482,8
10485,1
10495,8
10501,8
10504,8
10510,8
10513,1
10517,3
10525,1
10530,3
10536,8
10537,8
10540,5
10550,8
10551,2
10552,8
10557,8
10560,4
10562,4
10563,4
10566,1
10568,8
10578,6
10580,1
10587,8
10597,1
10599,8
10606,4
10608,8
10610,3
10614,1
10615,8
10617,8
10625,1
10629,8
10633,1
10636,4
10637,6
10640,8
10649,8
10653,6
10654,8
10656,1
10660,8
10662,8
10667,2
10669,8
10671,5
10672,8
10676,5
10677,8
10680,8
10681,1
10690,8
10702,1
10703,1
10706,8
10708,1
10710,7
10713,8
10718,1
10720,6
10724,1
10726,8
10732,8
10735,6
10739,6
10742,8
10746,1
10747,6
10748,8
10752,8
10754,8
10758,6
10766,8
10768,8
10771,7
10772,8
10781,1
10782,1
10786,8
10788,8
10789,1
10796,1
10798,8
10802,1
10804,5
10812,8
10824,1
10826,7
10833,4
10837,1
10840,1
10841,5
10842,8
10846,3
10848,8
10849,8
10850,8
10853,8
10855,8
10856,8
10858,8
10861,8
10867,8
10883,1
10890,6
10892,8
10893,8
10896,2
10897,1
10901,8
10907,8
10909,8
10910,1
10913,8
10921,8
10926,8
10929,8
10933,1
10936,8
10938,3
10940,3
10941,8
10942,4
10947,6
10949,3
10951,2
10952,1
10955,2
10977,8
10978,4
10979,2
10980,1
10993,1
10995,8
11000,6
11002,8
11008,3
11009,2
11017,8
11023,8
11026,1
11027,1
11036,6
11041,8
11050,8
11075,8
11077,2
11088,5
11090,8
11092,8
11097,1
11101,8
11110,6
11112,1
11113,5
11123,8
11124,4
11126,1
11135,5
11136,1
11139,8
11146,8
11159,7
11166,6
11173,1
11174,1
11177,8
11178,4
11180,8
11188,5
11189,6
11190,1
11192,8
11203,3
11206,1
11209,5
11215,8
11224,8
11225,1
11227,5
11231,1
11242,8
11245,6
11246,6
11249,3
11251,8
11253,8
11255,8
11257,3
11258,8
11265,2
11268,1
11270,8
11272,1
11277,2
11278,8
11282,6
11285,2
11288,8
11293,1
11295,3
11296,1
11301,8
11311,5
11317,2
11320,5
11323,8
11325,3
11331,8
11332,1
11342,3
11345,8
11350,6
11356,1
11357,7
11383,3
11386,8
11387,7
11388,8
11390,1
11392,8
11394,2
11406,8
11410,1
11412,8
11417,6
11418,6
11423,3
11424,1
